nome;valor_venda;quantidade;id_categoria;id_tipo_camisa;id_cor;id_tamanho
camisa269;21.64;30;3;5;5;4
camisa270;24.69;6;13;1;1;1
camisa271;31.22;34;19;3;4;4
camisa272;33.88;42;2;3;3;3
camisa273;41.09;1;5;5;5;4
camisa274;48.58;41;9;2;2;2
camisa275;39.11;12;11;1;2;2
camisa276;30.85;14;10;5;3;4
camisa277;37.85;29;20;3;2;5
camisa278;28.6;15;15;1;5;2
camisa279;49.88;22;15;3;5;1
camisa280;32.25;18;16;5;4;1
camisa281;48.81;37;1;4;1;4
camisa282;35.42;25;7;2;1;2
camisa283;25.98;12;13;5;1;3
camisa284;37.64;44;7;2;5;1
camisa285;34.41;16;15;2;2;2
camisa286;40.03;23;16;2;1;4
camisa287;46.58;4;8;1;5;2
camisa288;33.2;14;20;1;5;4
camisa289;22.62;22;10;3;5;3
camisa290;33.12;30;13;4;1;1
camisa291;27.42;35;11;4;3;2
camisa292;24.52;35;2;4;4;3
camisa293;24.85;33;10;3;2;1
camisa294;38.61;3;11;5;4;1
camisa295;33.6;19;3;2;5;3
camisa296;42.63;16;11;2;3;1
camisa297;32.12;25;4;3;4;3
camisa298;20.05;26;6;2;3;4
camisa299;39.9;27;11;5;4;3
camisa300;26.26;16;13;4;3;2
camisa301;41.56;23;13;5;1;4
camisa302;30.72;38;5;3;4;5
camisa303;42.9;6;19;4;5;3
camisa304;47.44;29;7;5;2;2
camisa305;45.79;25;8;3;2;4
camisa306;32.62;8;17;3;2;1
camisa307;34.31;29;5;5;4;4
camisa308;46.62;4;11;5;4;5
camisa309;36.61;22;1;1;1;1
camisa310;23.3;5;2;5;5;5
camisa311;37.06;46;5;3;4;1
camisa312;36.5;12;5;3;4;5
camisa313;36.33;32;9;2;1;2
camisa314;37.22;43;3;1;1;2
camisa315;33.58;23;7;1;2;3
camisa316;47.03;24;9;3;2;1
camisa317;37.54;2;3;3;1;2
camisa318;38.73;34;16;5;2;5
camisa319;48.93;16;17;1;4;2
camisa320;39.13;38;3;4;2;4
camisa321;29.85;50;2;1;3;2
camisa322;35.48;12;18;4;2;1
camisa323;34.69;8;6;1;2;2
camisa324;25.81;7;4;2;3;1
camisa325;24.0;29;18;5;5;5
camisa326;36.04;47;2;3;5;1
camisa327;25.56;21;1;5;1;5
camisa328;29.42;6;18;2;5;3
camisa329;25.84;35;19;4;4;4
camisa330;30.53;20;2;5;2;5
camisa331;38.11;28;16;1;4;4
camisa332;32.3;41;8;4;1;5
camisa333;22.53;15;5;1;3;3
camisa334;24.24;3;14;1;4;4
camisa335;39.04;21;8;5;1;4
camisa336;33.06;35;2;2;4;3
camisa337;44.62;4;2;2;2;4
camisa338;23.27;37;5;3;4;4
camisa339;48.8;22;17;5;3;1
camisa340;26.9;33;2;2;1;4
camisa341;29.44;12;17;2;5;4
camisa342;34.49;29;14;3;1;3
camisa343;45.67;1;10;4;3;5
camisa344;29.21;39;13;4;2;5
camisa345;45.51;47;18;4;1;4
camisa346;44.39;29;18;5;4;2
camisa347;48.21;4;2;1;5;4
camisa348;26.01;17;1;3;5;5
camisa349;35.85;10;14;4;5;3
camisa350;34.96;11;4;1;2;5
camisa351;20.34;10;12;4;1;5
camisa352;26.07;22;12;4;5;2
camisa353;27.27;32;12;5;2;3
camisa354;32.41;43;1;5;3;1
camisa355;49.24;4;3;2;5;5
camisa356;49.13;12;4;5;1;4
camisa357;35.97;47;17;3;5;1
camisa358;28.27;31;19;3;3;3
camisa359;31.35;42;1;1;2;2
camisa360;38.9;32;9;5;2;5
camisa361;36.68;26;3;4;1;5
camisa362;47.48;23;16;1;1;3
camisa363;29.42;37;7;1;5;4
camisa364;38.27;36;9;2;3;5
camisa365;47.13;43;5;1;5;3
camisa366;49.02;1;11;4;3;1
camisa367;37.95;7;14;5;2;3
camisa368;44.24;26;5;4;4;3
camisa369;23.25;43;5;5;5;5
camisa370;37.9;9;16;2;1;4
camisa371;20.39;39;14;3;5;4
camisa372;26.81;18;6;5;1;3
camisa373;39.96;26;11;2;5;2
camisa374;28.47;2;8;5;5;4
camisa375;36.23;20;11;5;4;3
camisa376;32.99;20;3;1;4;4
camisa377;26.92;7;13;4;5;3
camisa378;42.43;5;2;5;4;2
camisa379;35.92;45;17;2;4;4
camisa380;48.28;21;14;1;5;1
camisa381;40.27;8;15;2;2;2
camisa382;44.37;31;12;3;5;3
camisa383;42.48;48;11;2;1;4
camisa384;46.78;45;13;4;2;1
camisa385;25.66;3;13;2;5;5
camisa386;35.24;50;13;5;1;1
camisa387;29.58;14;17;3;4;1
camisa388;40.82;48;2;3;5;2
camisa389;36.65;36;17;5;4;2
camisa390;25.82;35;5;5;4;4
camisa391;28.08;7;20;3;3;3
camisa392;47.04;25;4;2;4;5
camisa393;46.89;49;20;4;1;3
camisa394;24.32;34;15;2;5;2
camisa395;43.67;8;1;4;2;2
camisa396;34.49;18;1;1;5;3
camisa397;30.91;2;18;1;2;4
camisa398;42.1;45;8;2;2;4
camisa399;29.63;8;9;1;3;3
camisa400;45.93;37;19;5;2;1
camisa401;31.61;18;19;3;1;2
camisa402;21.76;34;13;5;5;5
camisa403;32.69;6;13;4;1;4
camisa404;44.33;5;12;4;2;5
camisa405;34.99;16;7;1;4;5
camisa406;35.73;31;17;4;4;2
camisa407;34.72;7;12;3;2;1
camisa408;26.06;49;7;5;2;2
camisa409;42.33;21;15;4;2;3
camisa410;20.21;21;4;3;4;1
camisa411;33.48;21;8;5;3;4
camisa412;39.8;16;3;1;3;5
camisa413;21.37;34;1;5;1;4
camisa414;49.05;9;19;3;2;3
camisa415;38.52;28;15;4;4;3
camisa416;47.69;5;4;4;2;3
camisa417;41.68;32;17;3;3;2
camisa418;41.1;43;8;4;5;1
camisa419;20.31;11;3;1;1;2
camisa420;42.99;32;14;4;1;5
camisa421;25.03;22;17;2;1;3
camisa422;28.48;37;15;1;4;2
camisa423;20.17;21;10;5;3;2
camisa424;34.77;15;1;5;3;2
camisa425;38.49;34;18;2;2;2
camisa426;47.51;49;4;3;1;3
camisa427;46.31;8;17;5;2;1
camisa428;41.62;48;9;5;2;5
camisa429;43.4;28;6;5;4;2
camisa430;33.87;46;7;4;5;3
camisa431;20.46;36;11;2;1;4
camisa432;21.63;37;4;5;5;3
camisa433;41.78;34;12;2;2;1
camisa434;46.57;47;9;5;5;2
camisa435;24.06;20;7;2;3;5
camisa436;49.04;11;1;3;4;2
camisa437;35.05;14;10;3;4;3
camisa438;25.58;39;19;5;5;4
camisa439;37.75;11;2;4;3;2
camisa440;46.43;5;19;1;5;5
camisa441;44.61;11;11;3;1;5
camisa442;38.08;5;6;2;2;2
camisa443;35.19;16;6;3;5;1
camisa444;42.69;13;2;2;4;3
camisa445;35.62;44;8;4;3;3
camisa446;49.24;19;18;3;4;1
camisa447;33.0;30;11;4;2;4
camisa448;49.57;44;18;2;1;5
camisa449;31.74;15;6;4;1;1
camisa450;45.47;4;9;5;4;1
camisa451;43.56;15;10;2;4;5
camisa452;39.69;34;14;4;1;5
camisa453;40.36;14;12;2;4;3
camisa454;34.65;14;20;2;4;5
camisa455;47.16;27;14;2;3;3
camisa456;22.37;32;13;2;3;4
camisa457;37.55;36;5;4;3;4
camisa458;28.14;17;3;1;2;5
camisa459;36.15;17;18;3;3;3
camisa460;22.97;44;16;5;2;2
camisa461;48.65;3;20;5;5;1
camisa462;29.12;20;14;2;4;1
camisa463;33.78;5;10;4;4;3
camisa464;27.41;4;1;3;3;1
camisa465;44.37;21;5;4;5;1
camisa466;48.11;36;14;3;5;2
camisa467;37.94;15;1;3;1;2
camisa468;35.11;9;12;4;5;1
camisa469;47.98;12;16;5;2;1
camisa470;48.8;32;14;4;4;5
camisa471;36.74;44;12;1;3;1
camisa472;28.06;20;20;1;4;1
camisa473;21.27;2;14;3;2;3
camisa474;24.15;45;14;1;3;2
camisa475;40.61;44;9;3;5;2
camisa476;32.55;28;10;4;4;2
camisa477;40.92;5;16;1;4;1
camisa478;39.4;6;14;4;5;3
camisa479;42.9;28;18;1;3;2
camisa480;31.46;32;14;4;3;4
camisa481;46.4;19;9;3;5;5
camisa482;40.94;21;17;4;2;5
camisa483;38.63;8;2;1;2;3
camisa484;43.28;19;7;4;2;3
camisa485;34.87;49;16;3;3;3
camisa486;28.78;8;20;4;1;4
camisa487;32.87;3;14;2;5;1
camisa488;47.43;34;2;5;5;4
camisa489;38.03;5;5;3;4;5
camisa490;47.7;27;19;1;5;5
camisa491;21.63;35;10;2;5;1
camisa492;37.75;12;16;3;2;2
camisa493;42.47;1;5;4;4;4
camisa494;33.74;41;11;4;1;4
camisa495;29.32;11;17;3;3;4
camisa496;24.3;24;8;4;2;5
camisa497;43.41;18;6;5;2;2
camisa498;27.52;12;9;3;3;3
camisa499;43.64;9;15;4;5;3
camisa500;42.56;49;17;1;5;4
camisa501;20.7;5;9;2;5;1
camisa502;49.18;46;19;3;5;3
camisa503;30.31;36;19;2;5;1
camisa504;23.68;46;6;1;5;4
camisa505;46.61;47;15;4;1;2
camisa506;21.08;35;6;4;1;4
camisa507;25.76;36;9;1;4;3
camisa508;25.8;20;18;5;4;4
camisa509;38.24;23;15;3;4;2
camisa510;33.88;20;9;1;5;3
camisa511;43.41;16;13;1;3;3
camisa512;36.01;20;15;1;5;1
camisa513;26.69;45;4;2;3;2
camisa514;46.49;36;9;4;4;3
camisa515;30.5;30;2;5;2;4
camisa516;32.49;32;13;2;4;5
camisa517;28.33;43;18;4;2;3
camisa518;41.17;27;7;4;4;2
camisa519;43.54;28;4;4;1;3
camisa520;29.8;29;17;1;3;3
camisa521;23.87;1;6;4;4;5
camisa522;38.42;34;14;2;3;3
camisa523;29.94;44;13;2;1;5
camisa524;25.9;17;5;4;4;5
camisa525;43.74;9;1;2;2;3
camisa526;21.13;30;10;4;4;1
camisa527;26.07;48;3;3;1;3
camisa528;48.46;10;2;4;5;3
camisa529;23.11;21;16;3;5;1
camisa530;20.4;8;4;3;3;5
camisa531;40.57;16;9;1;2;1
camisa532;24.26;16;12;5;3;3
camisa533;32.61;16;19;3;1;2
camisa534;32.14;4;12;5;1;5
camisa535;30.77;24;15;3;2;3
camisa536;21.0;45;5;1;1;5
camisa537;30.05;6;15;1;4;5
camisa538;47.05;39;10;1;4;2
camisa539;38.55;14;1;2;5;2
camisa540;49.14;30;11;4;1;5
camisa541;37.62;13;17;5;4;5
camisa542;34.1;48;14;3;1;5
camisa543;27.25;22;18;3;1;1
camisa544;42.64;35;9;5;4;1
camisa545;31.8;38;12;3;4;5
camisa546;21.99;45;13;2;4;1
camisa547;31.38;9;18;5;1;4
camisa548;41.07;17;4;5;4;3
camisa549;39.58;34;2;2;2;3
camisa550;42.31;14;20;3;4;3
camisa551;28.39;8;14;1;5;3
camisa552;20.46;21;13;2;4;2
camisa553;38.03;44;5;1;2;3
camisa554;46.52;35;12;3;2;1
camisa555;40.58;8;7;3;3;2
camisa556;24.86;37;13;3;3;5
camisa557;47.76;38;17;5;1;2
camisa558;36.95;27;15;1;5;4
camisa559;44.92;41;5;1;4;3
camisa560;39.03;42;20;1;2;3
camisa561;49.38;24;3;5;2;2
camisa562;47.72;37;7;1;1;3
camisa563;24.44;42;10;4;1;5
camisa564;33.58;49;18;2;3;5
camisa565;39.62;45;13;5;1;4
camisa566;48.32;33;20;4;1;5
camisa567;38.14;45;8;5;2;5
camisa568;20.81;28;10;4;3;1
camisa569;42.1;46;7;4;5;3
camisa570;41.83;12;18;3;1;2
camisa571;37.67;42;16;5;4;1
camisa572;27.19;27;15;4;3;5
camisa573;20.2;25;6;5;1;3
camisa574;29.27;27;19;1;5;1
camisa575;46.61;33;12;4;4;3
camisa576;25.99;24;12;5;3;4
camisa577;46.88;27;11;5;5;1
camisa578;45.43;45;5;1;3;1
camisa579;21.42;6;17;1;2;4
camisa580;43.51;29;4;3;1;3
camisa581;45.63;21;4;2;5;4
camisa582;29.42;2;8;3;1;3
camisa583;48.27;29;14;5;5;5
camisa584;33.99;22;3;4;1;1
camisa585;47.67;20;15;3;4;3
camisa586;32.2;38;11;5;3;5
camisa587;44.88;1;8;3;4;2
camisa588;46.41;38;10;4;3;1
camisa589;20.99;2;15;1;5;5
camisa590;23.54;30;11;3;1;2
camisa591;27.74;47;1;4;2;1
camisa592;37.3;8;10;1;1;5
camisa593;30.3;11;13;5;3;3
camisa594;32.66;24;13;1;4;1
camisa595;47.67;50;9;5;5;3
camisa596;40.79;49;11;1;3;5
camisa597;25.17;14;1;4;5;1
camisa598;28.49;35;13;3;2;5
camisa599;36.61;26;4;4;3;3
camisa600;21.09;37;19;5;3;1
camisa601;26.42;38;17;3;4;1
camisa602;40.11;43;2;2;2;1
camisa603;49.2;43;18;5;2;3
camisa604;33.05;42;12;4;1;2
camisa605;29.59;12;3;5;3;3
camisa606;32.12;24;16;3;1;4
camisa607;43.56;49;3;3;5;5
camisa608;39.61;21;1;3;3;3
camisa609;45.48;23;1;4;2;4
camisa610;38.72;46;6;3;5;2
camisa611;38.5;34;17;1;5;3
camisa612;48.96;9;4;2;5;1
camisa613;49.71;19;14;4;4;4
camisa614;22.99;16;8;2;2;3
camisa615;46.54;12;8;5;2;4
camisa616;24.12;43;13;4;4;5
camisa617;29.81;42;6;4;1;2
camisa618;48.31;30;11;3;1;4
camisa619;45.59;38;7;3;1;1
camisa620;29.84;49;2;1;1;4
camisa621;36.31;3;20;5;3;2
camisa622;38.3;46;1;3;5;1
camisa623;33.14;10;5;5;3;5
camisa624;48.32;32;4;2;4;5
camisa625;27.76;6;18;1;4;4
camisa626;25.55;17;9;3;5;2
camisa627;39.97;1;4;1;3;5
camisa628;32.37;17;19;1;4;5
camisa629;23.72;6;14;4;1;4
camisa630;48.56;20;6;5;5;3
camisa631;40.31;44;9;1;4;4
camisa632;38.0;5;4;1;1;3
camisa633;28.5;22;16;3;2;3
camisa634;36.7;18;13;1;3;1
camisa635;27.58;25;11;2;5;1
camisa636;25.86;9;11;2;1;3
camisa637;29.31;40;10;5;2;4
camisa638;44.89;23;7;2;5;1
camisa639;38.52;8;7;5;2;3
camisa640;33.27;37;12;5;5;2
camisa641;41.17;50;11;2;2;1
camisa642;30.09;50;19;5;1;5
camisa643;35.66;22;7;1;2;4
camisa644;20.98;6;3;4;1;4
camisa645;34.39;9;2;5;1;3
camisa646;30.52;2;17;5;5;4
camisa647;46.52;37;4;4;3;2
camisa648;45.17;24;7;2;5;2
camisa649;40.44;18;2;2;5;4
camisa650;47.35;27;11;4;3;3
camisa651;22.23;47;16;4;3;3
camisa652;34.64;29;5;4;3;4
camisa653;45.33;43;4;4;5;4
camisa654;46.71;13;5;1;4;1
camisa655;32.27;25;13;4;2;2
camisa656;46.75;14;8;1;1;1
camisa657;38.12;22;19;1;3;1
camisa658;30.15;42;2;1;2;3
camisa659;20.32;5;13;2;3;2
camisa660;44.95;18;7;4;3;1
camisa661;30.83;5;1;3;2;3
camisa662;28.54;21;5;2;5;3
camisa663;49.91;47;5;5;2;5
camisa664;24.75;18;16;4;2;1
camisa665;44.34;7;3;4;2;3
camisa666;33.59;43;1;4;4;3
camisa667;20.81;36;20;1;4;3
camisa668;27.69;37;9;5;2;4
camisa669;43.2;25;9;4;2;3
camisa670;46.79;11;2;4;1;5
camisa671;47.33;2;2;4;1;4
camisa672;31.86;47;4;4;3;3
camisa673;21.9;5;10;1;3;1
camisa674;46.77;14;6;3;1;2
camisa675;38.23;21;15;5;3;3
camisa676;38.11;14;4;1;2;3
camisa677;46.75;38;8;4;2;2
camisa678;34.18;42;7;5;5;4
camisa679;26.5;46;19;4;3;2
camisa680;31.85;29;19;4;3;5
camisa681;37.88;19;17;2;1;1
camisa682;23.24;29;4;3;2;5
camisa683;27.08;28;20;3;2;5
camisa684;27.24;4;7;2;3;5
camisa685;36.84;40;19;4;1;1
camisa686;30.05;31;1;3;1;4
camisa687;21.52;31;10;1;3;5
camisa688;36.68;3;1;5;2;1
camisa689;48.8;31;13;4;5;1
camisa690;25.29;7;4;5;2;5
camisa691;45.04;46;3;4;4;2
camisa692;28.07;36;14;3;2;4
camisa693;45.3;41;12;4;4;4
camisa694;25.48;10;1;2;1;5
camisa695;31.96;2;7;3;3;3
camisa696;27.21;49;4;5;4;1
camisa697;48.36;46;5;3;2;3
camisa698;20.53;47;4;4;2;1
camisa699;33.17;50;14;3;5;1
camisa700;26.72;3;9;2;1;1
camisa701;35.83;1;20;5;4;5
camisa702;22.68;42;18;3;1;1
camisa703;46.43;32;7;4;1;1
camisa704;34.42;25;14;2;5;5
camisa705;27.0;24;6;5;3;3
camisa706;43.78;16;2;2;2;1
camisa707;22.64;29;9;3;4;5
camisa708;34.95;19;14;1;5;4
camisa709;39.54;26;18;4;5;3
camisa710;32.04;48;5;5;2;3
camisa711;47.22;12;6;3;5;4
camisa712;34.68;10;10;4;3;1
camisa713;35.13;45;3;4;4;4
camisa714;45.86;20;13;4;1;4
camisa715;27.38;34;13;1;3;5
camisa716;36.81;26;14;4;5;1
camisa717;44.11;11;2;5;4;1
camisa718;46.14;11;6;4;5;2
camisa719;21.33;44;19;2;2;2
camisa720;21.2;48;5;5;4;1
camisa721;32.98;4;14;4;5;5
camisa722;23.09;9;3;2;3;5
camisa723;29.12;3;16;5;2;2
camisa724;43.74;20;3;4;4;1
camisa725;41.27;10;7;3;4;3
camisa726;22.97;13;18;4;3;5
camisa727;25.18;34;4;1;4;3
camisa728;41.46;33;6;4;2;5
camisa729;20.49;27;7;4;1;3
camisa730;40.26;1;2;3;2;1
camisa731;31.92;21;7;5;5;1
camisa732;30.92;47;19;2;4;1
